assay_ID,calib,block,date,plate_ID,stock_number,External_Treatment,genotype,Selective_marker,stock,coculture_strain,coculture_ID,Media,LB_perc,GlcMedia,Mut_to_WT_ratio,glucose,N0_ul,N0_CFU,N0,N0_coculture,N0_gen_to_co_ratio,LUM_gross1,LUM_gross2,LUM_gross3,LUM_background1,LUM_background2,LUM_background3,Nt1_CFU,Nt2_CFU,Nt3_CFU,Nt1,Nt2,Nt3,environment,CI_range_coculture_strain,CI_range_genotype,fluctuation_volume_t0,culture_volume_final,coculture,culture_volume_initial,D_coculture_strain,D_genotype,D_total,generation_time,generations,generations_coculture_strain,genotype2,incubation_mins,LUM,LUM_background,LUM_CV,LUM_per_cell,LUM_SD,LUM1,LUM2,LUM3,m_coculture_strain,m_genotype,m_lower_genotype,m_upper_genotype,m_lower_coculture_strain,m_upper_coculture_strain,mut_fitness_genotype,mutation_rate_coculture_strain,mutation_rate_genotype,mutation_rate_genotype_lower,mutation_rate_genotype_upper,Mutations_per_generation,N_cultures,Nt_genotype,Nt_coculture_strain,Nt_CV,Nt_dilution,Nt_N0_ratio,Nt_SD,Nt_total,sd_m_coculture_strain,sd_m_genotype,Sel_CFU1,Sel_CFU10,Sel_CFU11,Sel_CFU12,Sel_CFU13,Sel_CFU14,Sel_CFU15,Sel_CFU16,Sel_CFU17,Sel_CFU18,Sel_CFU2,Sel_CFU3,Sel_CFU4,Sel_CFU5,Sel_CFU6,Sel_CFU7,Sel_CFU8,Sel_CFU9,strain,Treatment,Weight0,Weight24,Abs_670_res,Abs_670_res1,Abs_670_res2,Abs_670_res3,Abs_670_res4,Layout,Layout_num,Oxygen,Notes,w_relative,GF_mutrate,GF_mutrate_low,GF_mutrate_up,GF_m,GF_m_low,GF_m_up,p0_mutrate,p0_mutrate_low,p0_mutrate_up,p0_m_genotype,p0_m_lower_genotype,p0_m_upper_genotype,Experimentor,N0_rep1,Difference_N0,N0_rep2,N0_rep3,N0_mean_of_3
RG3_2100nudJ2_MG106288541.666667,n,RG3,30/11/20,RG3_2,1,Control,MG1655,rif,MG16551,nudJ2,nudJ2_MG,DM,,y,,100,10,54,2700,,,1587300,1259270,1546630,57590.8,58487.7,54998.8,32,22,26,7.23666666666667e+7,49752083.3333333,58797916.6666667,100,1.5427642,22.260789866,1000,904.583333333333,y,500,50833333.3333333,6.66666666666667e+7,117500000,99.6743701553881,14.4470438865588,14.0033857093402,MG1655_nudJ2,1440,1407374.23333333,57025.766667,0.10438399776634,0.1197765305,146907.348828671,1529709.2,1200782.3,1491631.2,1.709924,1.247091,0.5758667,1.918316,0.9385418,2.481306,1.066088629,37.186014755,20.67953754,9.5491484109,31.809938277,0.0863215346885091,16,6.03055555555556e+7,4.59829861111111e+7,0.154110350074224,100000,22335.3909465021,9.29371027808726e+6,1.06288541666667e+8,0.3626300517,0.328309925871042,4,11,1,0,8,3,1,4,0,37,0,1,7,3,0,0,,,MG1655,MG1655_nudJ2+Controly,221.77,212.61,,,,,,RG3B,B,+,,1.0316822079,19.96383071,8.3202376626,31.607423768,1.203929902,0.5017565546,1.90610325,19.287622828,7.2360947342,31.339150922,1.16315081,0.436376713,1.889924907,RG,,,,,
RG3_2100nudJ2_MG106288541.666667,n,RG3,30/11/20,RG3_2,1,Control,nudJ2,rif,nudJ21,MG1655,nudJ2_MG,DM,,y,,100,10,56,2800,,,1587300,1259270,1546630,57590.8,58487.7,54998.8,21,19,21,4.7490625e+7,42967708.3333333,47490625,100,1.3424493,33.550761498,1000,904.583333333333,y,500,66666666.6666667,5.08333333333333e+7,117500000,102.832274272037,14.0033857093402,14.4470438865588,nudJ2_MG1655,1440,1407374.23333333,57025.766667,0.10438399776634,0.1197765305,146907.348828671,1529709.2,1200782.3,1491631.2,1.247091,1.709924,0.9385418,2.481306,0.5758667,1.918316,1.594754579,20.67953754,37.186014755,20.410631831,53.961393329,0.122107898439124,16,4.59829861111111e+7,6.03055555555556e+7,0.0463676577827245,100000,16422.4950396825,2.13212336382777e+6,1.06288541666667e+8,0.3283099259,0.362630051698187,5,12,6,5,0,2,4,0,2,0,4,13,0,1,5,1,,,keio,nudJ2_MG1655+Controly,221.77,212.61,,,,,,RG3B,B,+,,0.9692907296,32.974483135,14.770857498,51.178108797,1.5162652,0.6792081352,2.353322266,30.147984684,11.691390796,48.604578585,1.386294361,0.5376050606,2.234983662,RG,,,,,
RG3_2100nudJ2_MG106288541.666667,y,RG3,30/11/20,RG3_2,1,Control,combined,rif,combined1,combined,nudJ2_MG,DM,,y,,100,20,110,5500,,,1587300,1259270,1546630,57590.8,58487.7,54998.8,53,41,47,1.19857291666667e+8,92719791.6666667,106288541.666667,100,,36.551606966,1000,904.583333333333,y,1000,0,1.175e+8,117500000,101.136415592395,14.2381949327091,,combined_combined,1440,1407374.23333333,57025.766667,0.10438399776634,0.1197765305,146907.348828671,1529709.2,1200782.3,1491631.2,,3.817532,1.875023,5.76004,,,1.767855666,,35.91668434,17.640876153,54.192483119,0.268119099228658,16,1.06288541666667e+8,0e+0,0.10423360607588,100000,19325.1893939394,1.10788379824631e+7,1.06288541666667e+8,,0.467022327082351,9,23,7,5,8,5,5,4,2,37,4,14,7,4,5,1,,,combined,combined_combined+Controly,221.77,212.61,,,,,,RG3B,B,+,,,39.524077583,22.788599458,56.259555698,4.200956567,2.422167003,5.97974613,,,,,,,RG,,,,,
RG3_2500MG1655376155902.777778,y,RG3,30/11/20,RG3_2,1,Control,MG1655,rif,MG16551,none,MG1655,DM,,y,,500,10,49,4900,,,7837390,7181810,8560620,118342,122142,119038,170,174,155,3.84447916666667e+8,393493750,350526041.666667,500,,11.400405971,1000,904.583333333333,n,1000,0,4.15833333333333e+8,415833333.333333,88.7344829186273,16.228189455057,,MG1655_none,1440,7740099.33333333,119840.66667,0.0729138410308958,0.1861346533,564360.372354009,7719048,7059668,8441582,,4.640974,2.496809,6.785139,,,1.493945142,,12.337900232,6.6376972462,18.038103217,0.285982241756106,16,3.76155902777778e+8,0e+0,0.0491697160175764,100000,76766.5107709751,1.84954789179184e+7,3.76155902777778e+8,,0.496658617184859,7,7,2,4,17,2,7,26,10,52,7,6,11,6,25,13,,,MG1655,MG1655_none+Controly,221.77,212.61,,,,,,RG3B,B,+,,,13.107725875,7.4260104929,18.78944126,4.93054846,2.793337681,7.06775924,,,,,,,RG,,,,,
RG3_2500nudJ1351279861.111111,y,RG3,30/11/20,RG3_2,1,Control,nudJ1,rif,nudJ11,none,nudJ1,DM,,y,,500,10,35,3500,,,5174180,5145680,5715180,38607.4,46495.5,43958.6,170,151,145,3.84447916666667e+8,341480208.333333,327911458.333333,500,,12.590397258,1000,904.583333333333,n,1000,0,3.88333333333333e+8,388333333.333333,86.6691610211406,16.6149064215442,,nudJ1_none,1440,5301992.83333333,43020.5,0.0493222674921332,0.1365320043,261506.30876704,5135572.6,5099184.5,5671221.4,,5.570913,3.359536,7.782289,,,2.369459158,,15.858902308,9.5637022554,22.154099513,0.335296080438726,16,3.51279861111111e+8,0e+0,0.0686024350349604,100000,100365.674603175,2.40986538509649e+7,3.51279861111111e+8,,0.526069236537191,6,11,11,11,12,7,4,42,10,12,7,8,5,10,4,3,,,keio,nudJ1_none+Controly,221.77,212.61,,,,,,RG3B,B,+,,,17.740402904,10.586572618,24.894233192,6.231846268,3.718849759,8.744842778,,,,,,,RG,,,,,
RG3_2500nudJ2_MG339218750,n,RG3,30/11/20,RG3_2,1,Control,nudJ2,rif,nudJ21,MG1655,nudJ2_MG,DM,,y,,500,10,78,3900,,,6041990,6080180,6084980,65968.2,85207.1,92599.8,68,88,103,1.53779166666667e+8,199008333.333333,232930208.333333,500,2.101495,11.929804922,1000,904.583333333333,y,500,159166666.666667,2.15833333333333e+8,375000000,92.2402306254502,15.6114093626592,15.8427222777555,nudJ2_MG1655,1440,5987791.63333333,81258.366667,0.001401112075955,0.1596744436,8389.56716576563,5976021.8,5994972.9,5992380.2,2.300907,2.562928,1.398345,3.727511,1.250159,3.351654,1.706349422,15.980794336,13.127115487,7.1622130257,19.092017948,0.164170187358628,17,1.95239236111111e+8,1.43979513888889e+8,0.166068055348313,100000,50061.3425925926,3.24230002686624e+7,3.3921875e+8,0.3862867695,0.399635072821594,7,8,1,3,4,0,6,3,12,1,2,1,16,8,5,14,1,,keio,nudJ2_MG1655+Controly,221.77,212.61,,,,,,RG3B,B,+,,0.9853994212,12.979815459,6.842065594,19.117565323,2.534169255,1.33583966,3.73249885,14.511495745,4.7724473956,24.250544093,2.833213344,0.9317689839,4.734657704,RG,,,,,
RG3_2500nudJ2_MG339218750,n,RG3,30/11/20,RG3_2,1,Control,MG1655,rif,MG16551,nudJ2,nudJ2_MG,DM,,y,,500,10,49,2450,,,6041990,6080180,6084980,65968.2,85207.1,92599.8,71,57,63,1.60563541666667e+8,128903125,142471875,500,2.329166,14.595791743,1000,904.583333333333,y,500,215833333.333333,1.59166666666667e+8,375000000,90.8934698692461,15.8427222777555,15.6114093626592,MG1655_nudJ2,1440,5987791.63333333,81258.366667,0.001401112075955,0.1596744436,8389.56716576563,5976021.8,5994972.9,5992380.2,2.562928,2.300907,1.250159,3.351654,1.398345,3.727511,1.221182779,13.127115487,15.980794336,8.6828949913,23.278686734,0.14523432019197,17,1.43979513888889e+8,1.95239236111111e+8,0.0900767043669385,100000,58767.1485260771,1.2969200107465e+7,3.3921875e+8,0.3996350728,0.386286769483188,1,7,5,2,1,37,5,45,5,0,5,6,0,5,4,14,3,,MG1655,MG1655_nudJ2+Controly,221.77,212.61,,,,,,RG3B,B,+,,1.0148169143,15.225739036,7.6484672246,22.803010847,2.192194505,1.101222593,3.283166417,14.863685154,5.8219129997,23.905457311,2.140066163,0.8382362036,3.441896123,RG,,,,,
RG3_2500nudJ2_MG339218750,y,RG3,30/11/20,RG3_2,1,Control,combined,rif,combined1,combined,nudJ2_MG,DM,,y,,500,20,127,6350,,,6041990,6080180,6084980,65968.2,85207.1,92599.8,139,145,166,3.14342708333333e+8,327911458.333333,375402083.333333,500,,12.093140488,1000,904.583333333333,y,1000,0,3.75e+8,375000000,91.6899617637403,15.7050997982798,,combined_combined,1440,5987791.63333333,81258.366667,0.001401112075955,0.1596744436,8389.56716576563,5976021.8,5994972.9,5992380.2,,5.002079,2.950969,7.053189,,,1.434738189,,14.745880055,8.6993098111,20.792450299,0.318500300173061,17,3.3921875e+8,0e+0,0.0771722460186015,100000,53420.2755905512,2.61782728291225e+7,3.3921875e+8,,0.493337410777237,8,15,6,5,5,37,11,48,17,1,7,7,16,13,9,28,4,,combined,combined_combined+Controly,221.77,212.61,,,,,,RG3B,B,+,,,15.050466874,9.0596942239,21.041239525,5.10540056,3.07321815,7.13758297,,,,,,,RG,,,,,
RG4_1100MG1655104819791.666667,y,RG4,07/12/20,RG4_1,1,Control,MG1655,rif,MG16551,none,MG1655,DM,,y,,100,10,35,3500,,,1965460,1811540,1924410,102015,104075,112001,56,47,38,1.24891666666667e+8,104819791.666667,84747916.6666666,100,,33.024870065,1000,892.083333333333,n,1000,0,1.175e+8,117500000,96.837992740951,14.8701966990591,,MG1655_none,1440,1794439.66666667,106030.33333,0.0361861584966816,0.1527182695,64933.8781907325,1863445,1707465,1812409,,3.438034,1.707204,5.168864,,,10,,32.7994737,16.287038668,49.311908732,0.231202994121627,16,1.04819791666667e+8,0e+0,0.15635040911382,100000,29948.5119047619,1.63886173103087e+7,1.04819791666667e+8,,0.451870302696287,4,3,6,2,2,3,4,1,4,2,1,5,3,7,5,9,,,MG1655,MG1655_none+Controly,221.96,211.6,,,,,,RG4A,A,+,,,13.420401564,5.2812962886,21.559506846,1.406723696,0.5535843767,2.259863016,,,,,,,RG,,,,,
RG4_1100nudJ266906250,y,RG4,07/12/20,RG4_1,1,Control,nudJ2,rif,nudJ21,none,nudJ2,DM,,y,,100,10,1,100,,,2371060,2397530,2264410,70465.5,73194.3,66702.9,33,23,34,7.3596875e+7,51294791.6666667,75827083.3333333,100,,16.013451658,1000,892.083333333333,n,1000,0,7.5e+7,75000000,74.4117539246353,19.351781459935,,nudJ2_none,1440,2274212.43333333,70120.9,0.0241660964957956,0.3032283244,54958.8371158715,2300594.5,2324335.7,2197707.1,,0.926654,0.390954,1.462354,,,4.436956499,,13.850036432,5.8433106025,21.856762261,0.0478846870981104,16,6.690625e+7,0e+0,0.165551826952793,100000,669062.5,1.10764519220603e+7,6.690625e+7,,0.298988953343869,5,0,1,1,2,1,3,2,2,0,0,2,0,0,0,0,,,keio,nudJ2_none+Controly,221.96,211.6,,,,,,RG4A,A,+,,,12.8826866,4.6875400325,21.077833162,0.8619322503,0.3136257253,1.410238775,12.355775031,4.0516544762,20.659895585,0.8266785732,0.2710810073,1.382276139,RG,,,,,
RG4_1100nudJ2_MG117457638.888889,n,RG4,07/12/20,RG4_1,1,Control,MG1655,rif,MG16551,nudJ2,nudJ2_MG,DM,,y,,100,10,35,1750,,,1810620,1895950,2063640,93764.1,92928.7,100888,52,49,51,1.15970833333333e+8,109280208.333333,113740625,100,0.8546254,17.508494112,1000,892.083333333333,y,500,5000000,1.26666666666667e+8,131666666.666667,90.1206892885574,15.9785728601039,16.4448908643264,MG1655_nudJ2,1440,1827543.06666667,95860.266667,0.0557432329954543,0.1388007392,101873.158974427,1716855.9,1803021.3,1962752,0.5527338,1.840203,0.8509979,2.8294091,0.1254211,0.9800465,1.228308488,123.91976833,16.28538263,7.5311399985,25.039634111,0.115166918604772,16,1.12997222222222e+8,4.46041666666667e+6,0.0246161670182496,100000,64569.8412698413,2.78155849482049e+6,1.17457638888889e+8,0.2540789257,0.371115252394821,3,2,7,17,0,2,5,6,1,2,1,0,6,5,1,73,,,MG1655,MG1655_nudJ2+Controly,221.96,211.6,,,,,,RG4A,A,+,,0.9716435939,17.089659949,8.2575803471,25.921739547,1.931084103,0.9330836415,2.929084564,18.402589914,6.9297917754,29.875388046,2.079441542,0.7830472212,3.375835862,RG,,,,,
RG4_1100nudJ2_MG117457638.888889,n,RG4,07/12/20,RG4_1,1,Control,nudJ2,rif,nudJ21,MG1655,nudJ2_MG,DM,,y,,100,10,1,50,,,1810620,1895950,2063640,93764.1,92928.7,100888,4,1,1,8.92083333333333e+6,2230208.33333333,2230208.33333333,100,1.9784112,191.60214479,1000,892.083333333333,y,500,126666666.666667,5e+6,131666666.666667,87.5651904217718,16.4448908643264,15.9785728601039,nudJ2_MG1655,1440,1827543.06666667,95860.266667,0.0557432329954543,0.1388007392,101873.158974427,1716855.9,1803021.3,1962752,1.840203,0.5527338,0.1254211,0.9800465,0.8509979,2.8294091,5.052804322,16.28538263,123.91976833,28.118695936,219.72084073,0.0336112780899649,16,4.46041666666667e+6,1.12997222222222e+8,0.707106781186548,100000,89208.3333333333,3.1539908719175e+6,1.17457638888889e+8,0.3711152524,0.254078925747235,1,1,0,0,0,0,1,0,1,4,0,0,1,2,0,0,,,keio,nudJ2_MG1655+Controly,221.96,211.6,,,,,,RG4A,A,+,,1.0291839583,127.02946925,32.896006016,221.16293246,0.5666043618,0.1467298935,0.98647883,128.99336271,32.111956237,225.87476917,0.5753641449,0.1432327048,1.007495585,RG,,,,,
RG4_1100nudJ2_MG117457638.888889,y,RG4,07/12/20,RG4_1,1,Control,combined,rif,combined1,combined,nudJ2_MG,DM,,y,,100,20,36,1800,,,1810620,1895950,2063640,93764.1,92928.7,100888,56,50,52,1.24891666666667e+8,111510416.666667,115970833.333333,100,,16.603551872,1000,892.083333333333,y,1000,0,1.31666666666667e+8,131666666.666667,90.0349779680364,15.9937841103401,,combined_combined,1440,1827543.06666667,95860.266667,0.0557432329954543,0.1388007392,101873.158974427,1716855.9,1803021.3,1962752,,2.08467,1.109563,3.059777,,,1.209449783,,17.748270949,9.446495013,26.050046885,0.130342512167102,16,1.17457638888889e+8,0e+0,0.0473627517313157,100000,65254.2438271605,5.56311698964098e+6,1.17457638888889e+8,,0.385987154804264,4,3,7,17,0,2,6,6,1,6,1,0,7,7,1,73,,,combined,combined_combined+Controly,221.96,211.6,,,,,,RG4A,A,+,,,17.471404205,8.4350365832,26.507771818,2.052149886,0.990759481,3.11354029,17.703757386,6.6666351257,28.740879639,2.079441542,0.7830472212,3.375835862,RG,,,,,
RG4_1500MG1655426713194.444444,y,RG4,07/12/20,RG4_1,1,Control,MG1655,rif,MG16551,none,MG1655,DM,,y,,500,10,33,3300,,,8460140,9060530,9323830,165413,232304,231259,207,188,179,4.61653125e+8,419279166.666667,399207291.666667,500,,9.784771257,1000,892.083333333333,n,1000,0,4.78333333333333e+8,478333333.333333,84.8034503641679,16.9804411709225,,MG1655_none,1440,8738508,209658.66667,0.0379743394588089,0.1826865784,331839.069155517,8294727,8828226,9092571,,5.84253,3.754884,7.930175,,,1.744173287,,13.691936589,8.7995497887,18.584321046,0.344074099205668,17,4.26713194444444e+8,0e+0,0.0610004926829672,100000,129307.028619529,2.60297150954339e+7,4.26713194444444e+8,,0.518072962426441,17,10,13,13,11,6,7,6,13,2,6,15,3,15,10,40,34,,MG1655,MG1655_none+Controly,221.96,211.6,,,,,,RG4A,A,+,,,13.688419034,8.4216832167,18.955154854,5.841029013,3.593643348,8.088414679,,,,,,,RG,,,,,
RG4_1500nudJ2107793402.777778,y,RG4,07/12/20,RG4_1,1,Control,nudJ2,rif,nudJ21,none,nudJ2,DM,,y,,500,10,4,400,,,16700000,18600000,8139850,228855,230051,149242,53,68,24,1.18201041666667e+8,151654166.666667,53525000,500,,14.296321113,1000,892.083333333333,n,1000,0,1.20833333333333e+8,120833333.333333,79.8233356426957,18.0398374536202,,nudJ2_none,1440,14277234,202716,0.316055530868338,1.1815641931,4512398.77120149,16471145,18369949,7990608,,1.201146,0.4306219,1.971671,,,4.269133655,,11.143038155,3.9948817729,18.291202886,0.0665829724401954,16,1.07793402777778e+8,0e+0,0.377865587084213,100000,269483.506944444,4.073141742443e+7,1.07793402777778e+8,,0.324450743844431,1,0,0,1,0,6,1,0,1,2,1,1,2,1,4,4,,,keio,nudJ2_none+Controly,221.96,211.6,,,,,,RG4A,A,+,,,12.204069202,5.0940311313,19.314107277,1.315518147,0.5491029495,2.081933345,12.860660535,4.9873651517,20.733955923,1.386294361,0.5376050606,2.234983662,RG,,,,,
RG4_2100nudJ172281250,y,RG4,07/12/20,RG4_2,1,Control,nudJ1,rif,nudJ11,none,nudJ1,DM,,y,,100,10,55,5500,,,1256760,1180970,1278510,37688.1,39398.4,37013.6,30,34,26,7.228125e+7,81918750,62643750,100,,51.353981842,1000,963.75,n,1000,0,7.5e+7,75000000,105.248522990206,13.681902216661,,nudJ1_none,1440,1200713.3,38033.366667,0.0356536505597102,0.1600951067,42809.8124205965,1219071.9,1141571.6,1241496.4,,3.806546,1.950581,5.662511,,,2.052265131,,52.66297968,26.985988759,78.339970601,0.278217600134916,16,7.228125e+7,0e+0,0.108866210790363,100000,13142.0454545455,7.86898579869096e+6,7.228125e+7,,0.46659855372927,11,7,6,2,11,3,6,3,2,4,4,6,10,7,45,4,,,keio,nudJ1_none+Controly,222.19,218.71,,,,,,RG4B,B,+,,,61.211687637,34.493784114,87.92959116,4.424457297,2.493253833,6.355660761,,,,,,,RG,,,,,
RG4_2100nudJ1_MG75493750,n,RG4,07/12/20,RG4_2,1,Control,nudJ1,rif,nudJ11,MG1655,nudJ1_MG,DM,,y,,100,10,55,2750,,,1731840,1786350,1688590,57369.5,59598,57625,12,20,21,2.89125e+7,48187500,50596875,100,1.4686454,56.075986198,1000,963.75,y,500,34166666.6666667,4.41666666666667e+7,78333333.3333333,103.463367429506,13.9179695748945,14.1996778215291,nudJ1_MG1655,1440,1677395.83333333,58197.5,0.0233454436517394,0.2141356383,39159.5499087458,1674470.5,1726752,1630965,1.206132,2.112009,0.9185544,3.3054638,0.4718096,1.940455,2.112705881,36.629234127,49.617713824,21.579723075,77.655709272,0.151746918875989,17,4.2565625e+7,3.2928125e+7,0.227981999501784,100000,15478.4090909091,9.70419629754314e+6,7.549375e+7,0.3151744492,0.376002553096937,3,2,3,1,14,15,5,5,1,3,3,2,1,1,2,0,6,,keio,nudJ1_MG1655+Controly,222.19,218.71,,,,,,RG4B,B,+,,0.980160941,55.941625995,29.249966,82.633285991,2.381190274,1.245043084,3.517337464,66.561065273,21.890175086,111.23195546,2.833213344,0.9317689839,4.734657704,RG,,,,,
RG4_2100nudJ1_MG75493750,n,RG4,07/12/20,RG4_2,1,Control,MG1655,rif,MG16551,nudJ1,nudJ1_MG,DM,,y,,100,10,35,1750,,,1731840,1786350,1688590,57369.5,59598,57625,12,15,14,2.89125e+7,36140625,33731250,100,2.3869094,44.601549587,1000,963.75,y,500,44166666.6666667,3.41666666666667e+7,78333333.3333333,101.41075157471,14.1996778215291,13.9179695748945,MG1655_nudJ1,1440,1677395.83333333,58197.5,0.0233454436517394,0.2141356383,39159.5499087458,1674470.5,1726752,1630965,2.112009,1.206132,0.4718096,1.940455,0.9185544,3.3054638,3.188867731,49.617713824,36.629234127,14.328468445,58.930018032,0.0849408004293803,17,3.2928125e+7,4.2565625e+7,0.0912599362627791,100000,18816.0714285714,3.00501858875282e+6,7.549375e+7,0.3760025531,0.315174449239954,1,1,0,0,2,0,1,3,1,4,0,1,9,2,1,3,1,,MG1655,MG1655_nudJ1+Controly,222.19,218.71,,,,,,RG4B,B,+,,1.0202406138,41.253172903,18.216529538,64.289816259,1.358389634,0.5998361617,2.116943106,43.941736221,17.916282531,69.967189902,1.446918983,0.5899495907,2.303888375,RG,,,,,
RG4_2100nudJ1_MG75493750,y,RG4,07/12/20,RG4_2,1,Control,combined,rif,combined1,combined,nudJ1_MG,DM,,y,,100,20,90,4500,,,1731840,1786350,1688590,57369.5,59598,57625,24,35,35,5.7825e+7,84328125,84328125,100,,45.854895273,1000,963.75,y,1000,0,7.83333333333333e+7,78333333.3333333,102.606894980101,14.0341445892039,,combined_combined,1440,1677395.83333333,58197.5,0.0233454436517394,0.2141356383,39159.5499087458,1674470.5,1726752,1630965,,3.362072,1.631193,5.092951,,,2.409273307,,44.534441593,21.606993956,67.461889229,0.239563728208013,17,7.549375e+7,0e+0,0.165493076447915,100000,16776.3888888889,1.24936929400898e+7,7.549375e+7,,0.435304178606442,4,3,3,1,16,15,6,8,1,7,3,3,10,3,3,3,7,,combined,combined_combined+Controly,222.19,218.71,,,,,,RG4B,B,+,,,48.885145909,27.77107648,69.999215339,3.690522984,2.096542705,5.284503263,,,,,,,RG,,,,,
RG4_2500nudJ1261818750,y,RG4,07/12/20,RG4_2,1,Control,nudJ1,rif,nudJ11,none,nudJ1,DM,,y,,500,10,67,6700,,,5815900,4718810,4909510,91179.3,94442.2,90656.8,103,119,104,2.48165625e+8,286715625,250575000,500,,27.987254542,1000,963.75,n,1000,0,2.71666666666667e+8,271666666.666667,94.4011726660382,15.2540477976293,,nudJ1_none,1440,5055980.56666667,92092.766667,0.0948362274589231,0.1861097141,479490.123048295,5724720.7,4624367.8,4818853.2,,6.504896,2.841102,10.16869,,,2.850458829,,24.845034972,10.851407701,38.838662242,0.426437368382376,16,2.6181875e+8,0e+0,0.0673450871168717,100000,39077.4253731343,1.76322065275804e+7,2.6181875e+8,,0.552391274593995,6,8,7,11,5,7,13,18,18,24,5,8,5,8,11,6,,,keio,nudJ1_none+Controly,222.19,218.71,,,,,,RG4B,B,+,,,28.548567007,17.336961089,39.760172944,7.474550128,4.539141481,10.40995878,,,,,,,RG,,,,,
RG4_2500nudJ1_MG317234375,n,RG4,07/12/20,RG4_2,1,Control,nudJ1,rif,nudJ11,MG1655,nudJ1_MG,DM,,y,,500,10,67,3350,,,5501320,5773450,5732870,135842,132686,130891,82,43,83,1.9756875e+8,103603125,199978125,500,2.254791,31.686087998,1000,963.75,y,500,155833333.333333,1.73333333333333e+8,329166666.666667,92.27362582233,15.6057593615393,16.4739091743852,nudJ1_MG1655,1440,5536073.66666667,133139.66667,0.0219766043990323,0.1681845165,121664.100896234,5365478,5640764,5601979,2.476147,5.600472,2.953891,8.247052,1.348751,3.603542,1.236140552,16.487380928,33.525722837,17.682675846,49.368763843,0.35887212344197,16,1.6705e+8,1.50184375e+8,0.268629135474981,100000,49865.6716417911,4.48744970810955e+7,3.17234375e+8,0.4074887947,0.526946902411839,17,34,9,33,13,4,38,9,13,9,11,164,7,3,7,22,,,keio,nudJ1_MG1655+Controly,222.19,218.71,,,,,,RG4B,B,+,,0.9473015297,34.737325459,20.442258025,49.032392894,5.802870218,3.414879203,8.190861233,,,,,,,RG,,,,,
RG4_2500nudJ1_MG317234375,n,RG4,07/12/20,RG4_2,1,Control,MG1655,rif,MG16551,nudJ1,nudJ1_MG,DM,,y,,500,10,33,1650,,,5501320,5773450,5732870,135842,132686,130891,51,92,44,1.22878125e+8,221662500,106012500,500,5.293161,15.013485924,1000,963.75,y,500,173333333.333333,1.55833333333333e+8,329166666.666667,87.4109468952893,16.4739091743852,15.6057593615393,MG1655_nudJ1,1440,5536073.66666667,133139.66667,0.0219766043990323,0.1681845165,121664.100896234,5365478,5640764,5601979,5.600472,2.476147,1.348751,3.603542,2.953891,8.247052,1.50412779,33.525722837,16.487380928,8.9806346366,23.99412056,0.150307190223563,16,1.50184375e+8,1.6705e+8,0.339645871833164,100000,91020.8333333334,5.10095029825938e+7,3.17234375e+8,0.5269469024,0.407488794689177,2,3,5,10,6,5,4,3,8,0,2,16,2,38,4,0,,,MG1655,MG1655_nudJ1+Controly,222.19,218.71,,,,,,RG4B,B,+,,1.055630091,15.916346318,8.0880752342,23.744617401,2.390386524,1.214702524,3.566070524,13.845924664,5.2139060485,22.477943275,2.079441542,0.7830472212,3.375835862,RG,,,,,
RG4_2500nudJ1_MG317234375,y,RG4,07/12/20,RG4_2,1,Control,combined,rif,combined1,combined,nudJ1_MG,DM,,y,,500,20,100,5000,,,5501320,5773450,5732870,135842,132686,130891,133,135,127,3.20446875e+8,325265625,305990625,500,,26.233698665,1000,963.75,y,1000,0,3.29166666666667e+8,329166666.666667,90.2636743690484,15.9532614871457,,combined_combined,1440,5536073.66666667,133139.66667,0.0219766043990323,0.1681845165,121664.100896234,5365478,5640764,5601979,,8.339381,4.178266,12.500497,,,1.345761024,,26.287759641,13.170911885,39.40461055,0.522738313210714,16,3.17234375e+8,0e+0,0.0258178203219888,100000,63446.875,8.19030009370841e+6,3.17234375e+8,,0.597356026329205,19,37,14,43,19,9,42,12,21,9,13,180,9,41,11,22,,,combined,combined_combined+Controly,222.19,218.71,,,,,,RG4B,B,+,,,27.526108972,17.110521421,37.941696514,8.732227976,5.428045569,12.03641038,,,,,,,RG,,,,,
RG4_2500nudJ2_MG340525000,n,RG4,07/12/20,RG4_2,1,Control,MG1655,rif,MG16551,nudJ2,nudJ2_MG,DM,,y,,500,10,33,1650,,,6930580,7375580,8078810,166829,174664,181538,125,146,129,3.01171875e+8,351768750,310809375,500,0.56579333,20.545039689,1000,963.75,y,500,20000000,3.33333333333333e+8,353333333.333333,81.9538204933185,17.5708709042722,16.5563713345771,MG1655_nudJ2,1440,7287313,174343.66667,0.0640528511888283,0.2062447075,466773.175155414,6763751,7200916,7897272,0.3372739,8.213721,4.913674,11.513768,0.05437724,0.62017057,1.766275679,17.497997406,25.568003113,15.295483268,35.840522957,0.46746237251125,16,3.2125e+8,1.9275e+7,0.0682825014187383,100000,194696.96969697,2.19357535807697e+7,3.40525e+8,0.2174656457,0.59450591591325,7,13,12,25,20,14,75,13,8,29,15,30,13,10,18,6,,,MG1655,MG1655_nudJ2+Controly,222.19,218.71,,,,,,RG4B,B,+,,1.0612754781,27.099703427,17.23786156,36.961545307,8.705779726,5.537663026,11.87389643,,,,,,,RG,,,,,
